previous_crop,temperature,humidity,moisture,soil_type,soil_ph,rainfall,recommended_crop,
Sugarcane,36.5,63.95,29.3,Clay,0.3,319,Wheat,
Barley,31.25,65.16,61.75,Red,2.5,1713,Sugarcane,
Cotton,31.34,65.3,45.94,Clay,5.7,2319,Ground Nuts,
Sugarcane,39.17,60.87,33.65,Sandy,13.3,437,Wheat,
Wheat,22.03,55.73,44.87,Sandy,8.6,696,Soybeans,
Soybeans,29.57,61.19,62.88,Black,12.3,2356,Cotton,
Maize,30.44,73.8,29.62,Loamy,3.4,1315,Pulses,
Pulses,28.69,53,41.72,Red,2.6,2164,Barley,
Barley,27.38,58.03,33.27,Red,5.8,513,Sugarcane,
Wheat,32.77,69.64,45.76,Sandy,4.5,2042,Soybeans,
Sugarcane,36.41,64.96,59.81,Black,2.9,2866,Wheat,
Wheat,33.79,66.5,37.64,Sandy,11.3,2184,Soybeans,
Maize,30.15,60.11,44.88,Red,10.1,1967,Pulses,
Sugarcane,35.75,72.31,48.51,Loamy,3.7,520,Wheat,
Millet,32.08,58.58,35.11,Loamy,1.7,305,Tobacco,
Ground Nuts,29.95,45.82,45.65,Red,6.4,2655,Oilseeds,
Ground Nuts,29.26,50.69,34.13,Loamy,6.2,1983,Oilseeds,
Barley,28.69,51.59,39.81,Clay,12.8,1414,Sugarcane,
Ground Nuts,24.47,41.96,66.66,Sandy,11.8,2172,Oilseeds,
Cotton,32.67,56.69,27.33,Red,5.3,2268,Ground Nuts,
Ground Nuts,27.86,60.04,35.19,Loamy,1.2,2583,Oilseeds,
Barley,29.87,53.12,36.23,Black,5.9,747,Sugarcane,
Tobacco,33.95,67.07,62.06,Red,0.7,1908,Maize,
Tobacco,22.85,48.3,34.63,Sandy,6.6,2331,Maize,
Wheat,28.65,55.95,65.2,Loamy,8.1,2465,Soybeans,
Maize,29.16,60.54,23.72,Black,11.6,1687,Pulses,
Sugarcane,40,67.52,54.89,Clay,11.3,1375,Wheat,
Wheat,25.43,65.1,28.58,Loamy,9.9,1389,Soybeans,
Cotton,31.04,55.09,20,Black,0.6,2441,Ground Nuts,
Wheat,39.18,63.25,53.62,Red,5.2,965,Soybeans,
Soybeans,27.84,60.23,45.59,Red,5.4,2612,Cotton,
Millet,27.65,53.31,61.72,Clay,4.6,1867,Tobacco,
Millet,40,66.91,30.02,Loamy,9.6,1948,Tobacco,
Maize,30.11,59.1,51.32,Black,12.4,1968,Pulses,
Pulses,27.9,64.75,32.03,Black,2.4,2579,Barley,
Sugarcane,25.22,53.73,30.89,Sandy,4.8,1797,Wheat,
Millet,29.14,53.05,39.37,Black,6.8,2296,Tobacco,
Barley,32.25,57.98,33.41,Clay,6,611,Sugarcane,
Sugarcane,25.26,57.8,26.57,Red,11.5,995,Wheat,
Maize,22.92,45.66,20.23,Clay,0.1,1406,Pulses,
Soybeans,35.68,58.08,28.71,Red,7.3,750,Cotton,
Maize,22.5,42.27,32.46,Clay,6.1,2197,Pulses,
Tobacco,33.93,53.66,42.21,Loamy,2.9,1150,Maize,
Millet,31.52,60.7,46.13,Loamy,9,1598,Tobacco,
Soybeans,27.84,69.92,32.53,Loamy,4.1,1187,Cotton,
Barley,30.09,63.88,29.57,Red,7.2,298,Sugarcane,
Barley,30.66,73.88,52.09,Loamy,1,392,Sugarcane,
Pulses,30.75,60.98,45.39,Clay,9.2,1435,Barley,
Maize,24.83,53.1,42.24,Red,0.4,1814,Pulses,
Wheat,29.26,43.57,38.57,Sandy,5.7,1514,Soybeans,
Maize,33.46,60.05,38.08,Red,10.6,407,Pulses,
Barley,37.04,64.29,36.18,Red,3.6,2519,Sugarcane,
Maize,38.74,57.13,29.33,Clay,12.1,2971,Pulses,
Millet,30.89,51.81,22.19,Sandy,2.2,786,Tobacco,
Wheat,32.42,64.25,35.46,Loamy,10,1277,Soybeans,
Soybeans,24.94,59.04,40.73,Loamy,1.4,2343,Cotton,
Pulses,24.57,56.6,34.73,Clay,0.2,1367,Barley,
Sugarcane,25.54,65.98,69.67,Black,3.7,2933,Wheat,
Sugarcane,33.34,55.85,23.34,Red,5.2,1806,Wheat,
Wheat,29.55,56.78,47.37,Clay,9,1167,Soybeans,
Tobacco,27.34,51.79,44.97,Black,4.4,2840,Maize,
Tobacco,27.57,60.98,50.89,Red,3.7,1266,Maize,
Pulses,35.14,67.73,25.02,Red,7,1368,Barley,
Millet,34.73,60.41,49.08,Clay,3.2,1047,Tobacco,
Tobacco,34.28,68.72,56.54,Black,13.8,2224,Maize,
Maize,30.2,54.14,39.71,Black,13.2,1703,Pulses,
Millet,38.61,75.37,60.29,Clay,8.3,1191,Tobacco,
Sugarcane,32.47,65.43,40.33,Red,7.6,997,Wheat,
Pulses,31.28,72.17,31.32,Loamy,13.2,986,Barley,
Sugarcane,36.14,63.2,37.97,Sandy,12.4,1044,Wheat,
Barley,27.09,52.83,49.64,Clay,12.8,1296,Sugarcane,
Soybeans,28.62,51.24,41.5,Loamy,6.1,2323,Cotton,
Millet,29.46,59.83,48.05,Clay,2.4,1811,Tobacco,
Maize,35.21,61.64,45.77,Sandy,9.2,254,Pulses,
Millet,35.02,64.12,70,Sandy,13.9,357,Tobacco,
Soybeans,25.03,57.3,62.78,Red,12.7,1876,Cotton,
Tobacco,32.43,70.44,32.33,Sandy,11.4,935,Maize,
Maize,29.68,59.53,42.04,Loamy,5.5,1438,Pulses,
Barley,29.84,46.49,36.19,Sandy,6.6,290,Sugarcane,
Soybeans,31.89,47.95,33.53,Sandy,10.5,2130,Cotton,
Millet,30.41,53.73,52.34,Clay,6.4,1016,Tobacco,
Wheat,29.69,68.57,47.16,Loamy,0.2,477,Soybeans,
Pulses,30.98,62.94,45.32,Loamy,14,2604,Barley,
Tobacco,23.66,48.21,29.87,Black,2.3,978,Maize,
Maize,24.37,52.52,35.28,Sandy,4.1,2282,Pulses,
Ground Nuts,35.64,78.63,32.96,Loamy,5.7,292,Oilseeds,
Millet,34.27,53.73,40.07,Red,8.3,1896,Tobacco,
Maize,28.27,53.31,44.56,Clay,13,2363,Pulses,
Sugarcane,36.59,60.09,43.56,Loamy,1.8,2178,Wheat,
Tobacco,26.44,66.54,46.85,Black,7.2,858,Maize,
Maize,28.84,67.18,30.09,Sandy,2.2,769,Pulses,
Tobacco,36,66.76,66.18,Red,11.9,1540,Maize,
Soybeans,35.56,58.03,40.89,Black,10.4,373,Cotton,
Soybeans,35.35,55.95,45.52,Sandy,3.2,563,Cotton,
Wheat,26.74,52.72,36.02,Red,6,2329,Soybeans,
Ground Nuts,37.23,75.19,30.93,Sandy,8.4,2813,Oilseeds,
Tobacco,28.35,64.21,60.8,Sandy,5,1240,Maize,
Maize,21.54,44.06,29.56,Loamy,2.4,2095,Pulses,
Tobacco,33.42,58.66,41.67,Clay,13.6,821,Maize,
Cotton,32.22,54.87,69.52,Loamy,10.2,244,Ground Nuts,
Soybeans,32.39,62.04,43.21,Black,4,445,Cotton,
Tobacco,27.02,45.11,48.36,Black,3.1,1033,Maize,
Barley,24.06,61.27,35.5,Clay,1.3,990,Sugarcane,
Cotton,21.63,46.14,40.71,Clay,8.3,827,Ground Nuts,
Barley,23.77,56.55,20,Clay,6.1,1108,Sugarcane,
Soybeans,21.54,46.95,31.7,Clay,0.4,323,Cotton,
Maize,23.2,50.07,39.24,Red,9.5,2368,Pulses,
Pulses,36.02,60.38,61.57,Loamy,2.7,1840,Barley,
Cotton,22.6,55.01,40.3,Clay,14,1825,Ground Nuts,
Wheat,27.44,57.01,28.59,Black,14,2073,Soybeans,
Cotton,25.8,48.06,42.13,Loamy,0.4,1461,Ground Nuts,
Cotton,39.49,59.18,34.57,Loamy,10.6,870,Ground Nuts,
Barley,32.09,75.71,34.53,Sandy,2.8,857,Sugarcane,
Pulses,25.79,48.09,58.09,Sandy,7.5,2381,Barley,
Barley,24.8,52.55,31.96,Clay,5.5,2494,Sugarcane,
Pulses,33.69,70.29,30.14,Clay,11,659,Barley,
Cotton,29.34,50.88,56.44,Loamy,4.5,739,Ground Nuts,
Pulses,37.46,66.33,49.74,Sandy,10.9,1859,Barley,
Maize,33,70.78,53.38,Black,11.1,2977,Pulses,
Cotton,25.32,60.92,27.45,Loamy,9.1,511,Ground Nuts,
Sugarcane,30.49,62.68,54.33,Red,1.3,1215,Wheat,
Pulses,30.32,74.54,28.58,Loamy,2.5,2189,Barley,
Cotton,32,69.46,51.38,Black,13.9,285,Ground Nuts,
Barley,30.09,50.47,63.24,Sandy,2.7,1283,Sugarcane,
Tobacco,32.55,61.3,70,Clay,6.4,2709,Maize,
Maize,29.27,44.77,37.58,Sandy,6.2,885,Pulses,
Pulses,28.93,67.15,49.11,Loamy,11.9,1833,Barley,
Millet,27.16,59.89,53.85,Black,11.4,1413,Tobacco,
Maize,33.73,70.72,33.03,Red,8.3,2436,Pulses,
Maize,39.43,54.27,49.34,Sandy,10.6,377,Pulses,
Millet,32.35,60.72,43.59,Red,4.9,1633,Tobacco,
Sugarcane,34.2,76.61,35.31,Sandy,1.2,1498,Wheat,
Barley,34.55,55.64,37.76,Sandy,9.3,2276,Sugarcane,
Sugarcane,20.22,58.88,39.39,Sandy,1.2,980,Wheat,
Cotton,33.17,52.85,22.87,Sandy,6.5,1551,Ground Nuts,
Soybeans,37.79,67,32.71,Sandy,3.9,2371,Cotton,
Maize,27.98,60.54,46.23,Sandy,1.1,2980,Pulses,
Millet,27.24,51.2,39.43,Sandy,9.5,349,Tobacco,
Wheat,34.9,57.7,66.08,Red,0.7,2929,Soybeans,
Millet,31.77,61.86,29.83,Loamy,5.5,458,Tobacco,
Ground Nuts,27.38,63.54,38.63,Loamy,1,2059,Oilseeds,
Sugarcane,30.85,61.14,54.1,Red,1.9,2122,Wheat,
Maize,34.43,53.83,67.15,Clay,12.3,1194,Pulses,
Maize,32.02,55.71,67.83,Clay,8.9,1666,Pulses,
Barley,30.34,65.67,31.36,Sandy,5.8,1521,Sugarcane,
Ground Nuts,39.88,61.95,47.99,Black,1.7,1258,Oilseeds,
Maize,26.43,46.63,42.08,Sandy,9.6,591,Pulses,
Ground Nuts,36.97,55.81,41.5,Clay,12.3,217,Oilseeds,
Soybeans,27.63,60.94,44.64,Red,5.2,769,Cotton,
Soybeans,24.24,45.83,31.62,Clay,12.4,443,Cotton,
Wheat,36.09,59.96,40.07,Red,2.8,484,Soybeans,
Tobacco,31.11,59.97,37.7,Red,6.2,2155,Maize,
Ground Nuts,22.24,53.86,57.32,Red,3.2,1673,Oilseeds,
Tobacco,27.82,55.13,42.05,Sandy,12.4,590,Maize,
Maize,39.12,70.65,46.22,Clay,1.8,402,Pulses,
Tobacco,25.31,51.79,51.38,Clay,8.2,786,Maize,
Sugarcane,31.03,60.24,49.2,Sandy,13.6,1354,Wheat,
Millet,34.83,50.31,46.32,Sandy,0.6,1886,Tobacco,
Soybeans,37.71,79.73,38.27,Black,9.2,1305,Cotton,
Ground Nuts,24.45,67.55,32.45,Red,0.9,2193,Oilseeds,
Soybeans,29.54,53.63,58.72,Clay,5,1587,Cotton,
Soybeans,29.25,48.93,39.46,Clay,13.4,355,Cotton,
Barley,26.75,59.07,20,Clay,1,342,Sugarcane,
Sugarcane,22.76,48.63,20.61,Clay,5.7,1551,Wheat,
Millet,24.26,46.73,63.59,Clay,0.3,800,Tobacco,
Tobacco,31.35,50.33,31.43,Loamy,7.2,1229,Maize,
Cotton,35.06,63.37,43.28,Sandy,12.7,1201,Ground Nuts,
Soybeans,35.85,66.05,54.54,Loamy,6.4,325,Cotton,
Millet,24.06,50.18,49.03,Sandy,11.6,1815,Tobacco,
Wheat,35.64,52.08,40.4,Black,4.3,1814,Soybeans,
Ground Nuts,30.3,48.94,35.02,Black,4.7,2174,Oilseeds,
Tobacco,30.14,73.6,67.33,Red,12.2,2922,Maize,
Cotton,33.84,63.74,29.44,Black,9.8,1212,Ground Nuts,
Wheat,31.5,63.37,26.54,Clay,12,367,Soybeans,
Millet,31.37,66,54.39,Black,13.7,1022,Tobacco,
Sugarcane,24.09,56.99,25.25,Red,8.6,1969,Wheat,
Cotton,28.75,58.24,64.26,Clay,10,1977,Ground Nuts,
Soybeans,29.46,54.26,34.31,Clay,4.9,1490,Cotton,
Ground Nuts,32.22,54.1,33.62,Red,3.8,2931,Oilseeds,
Cotton,29.28,59.35,30.16,Clay,3.4,2473,Ground Nuts,
Barley,25.75,50.81,43.31,Clay,9.7,2580,Sugarcane,
Maize,31.58,72.67,27.01,Clay,8.3,2584,Pulses,
Sugarcane,35.52,53.01,36.3,Clay,5.8,1417,Wheat,
Sugarcane,24.01,50.76,23.95,Clay,2.7,1757,Wheat,
Barley,27.56,69.63,55.59,Black,2.2,1779,Sugarcane,
Tobacco,34.13,60.59,68.17,Red,5.7,2160,Maize,
Soybeans,34.8,59.38,24.81,Red,1.8,578,Cotton,
Tobacco,39.55,79.33,53.87,Red,13.5,1856,Maize,
Sugarcane,27.27,70.2,48,Black,3,530,Wheat,
Pulses,40,60.57,39.92,Black,9.1,1044,Barley,
Tobacco,35,71.76,41.14,Clay,6.6,408,Maize,
Millet,32.67,72.64,62.88,Clay,7,1249,Tobacco,
Cotton,30.88,57.26,21.02,Clay,13.2,1935,Ground Nuts,
Soybeans,35.06,71.81,44.59,Red,11.5,394,Cotton,
Millet,27.2,53.22,65.54,Black,7.5,377,Tobacco,
Cotton,23.83,54.44,52.12,Clay,3.2,2716,Ground Nuts,
Millet,34.53,50.56,59.52,Red,11.3,2764,Tobacco,
Millet,33.72,54.76,55.49,Loamy,2.6,1015,Tobacco,
Cotton,31.51,61.78,30,Loamy,3,1056,Ground Nuts,
Maize,39.52,68.5,46.86,Red,6.7,1870,Pulses,
Soybeans,29.04,69.4,35.7,Loamy,6.5,677,Cotton,
Barley,29.36,57.52,28.75,Clay,6.6,1713,Sugarcane,
Millet,31.55,55.2,56.98,Clay,11.7,867,Tobacco,
Soybeans,30.73,58.57,39.43,Red,13,2620,Cotton,
Maize,21.81,44.3,53.45,Loamy,13.4,2715,Pulses,
Soybeans,28.73,53.76,21.09,Red,13.6,848,Cotton,
Ground Nuts,26.71,61.14,45.55,Sandy,8.3,2294,Oilseeds,
Cotton,33.67,60.82,20.16,Clay,7.8,1001,Ground Nuts,
Tobacco,30.18,58.08,31.69,Red,2.4,424,Maize,
Ground Nuts,30.96,71.75,32,Black,9.8,1939,Oilseeds,
Wheat,27.86,65.21,33.52,Sandy,11.1,2518,Soybeans,
Wheat,23.48,62.95,44.68,Red,7,2874,Soybeans,
Soybeans,25.76,59.69,42.9,Clay,10,2676,Cotton,
Wheat,34.01,66.76,38.99,Sandy,8.7,2875,Soybeans,
Wheat,28.1,63.12,59.22,Clay,1.6,2281,Soybeans,
Maize,36.54,59.79,31.06,Sandy,9.1,845,Pulses,
Pulses,36.4,64.47,41.6,Black,11.5,263,Barley,
Cotton,29.53,62.5,21.78,Black,3,622,Ground Nuts,
Wheat,26.54,60.09,68.52,Clay,12.7,1486,Soybeans,
Barley,34.58,71.62,47.49,Black,1.4,751,Sugarcane,
Sugarcane,31.48,62.41,24.55,Sandy,13.5,2862,Wheat,
Barley,34.25,73.85,41.28,Black,2.7,957,Sugarcane,
Pulses,28.44,55.65,65.23,Sandy,9.6,484,Barley,
Cotton,25.89,50.14,30.58,Red,3.8,2234,Ground Nuts,
Millet,32.12,77.32,23.3,Black,12.1,1158,Tobacco,
Barley,34.41,61.06,44.38,Clay,8.3,326,Sugarcane,
Soybeans,34.19,62.08,20,Black,10.2,2718,Cotton,
Soybeans,38.22,57.94,50.07,Sandy,8.2,2129,Cotton,
Ground Nuts,27.87,55.62,31.24,Loamy,13.1,1434,Oilseeds,
Tobacco,27.56,65.73,22.89,Sandy,1.1,2004,Maize,
Maize,28.02,48.4,57.89,Sandy,9.3,2735,Pulses,
Sugarcane,24.06,59.62,70,Red,3,740,Wheat,
Maize,23.7,61.92,38.39,Clay,11,247,Pulses,
Millet,26.86,65.22,55.92,Red,6.8,286,Tobacco,
Tobacco,33.41,52.42,48.93,Red,9.7,1938,Maize,
Soybeans,24.1,54.53,37.08,Black,13.5,2547,Cotton,
Ground Nuts,30.76,52.1,45.25,Clay,11.2,1893,Oilseeds,
Maize,33.33,67.32,54.05,Red,7.2,1723,Pulses,
Ground Nuts,32.57,60.04,49.72,Black,6.5,2277,Oilseeds,
Ground Nuts,33.14,49.74,33.96,Red,8.4,787,Oilseeds,
Millet,24.61,49.42,45.94,Black,4.6,1592,Tobacco,
Maize,31.16,52.39,22.68,Loamy,10.8,1007,Pulses,
Tobacco,27.73,55.39,44.28,Black,1.1,1805,Maize,
Wheat,29.91,67.67,41.74,Sandy,9.9,1747,Soybeans,
Millet,28.48,69.72,42.47,Clay,7.6,2803,Tobacco,
Wheat,26.37,52.84,20,Clay,9.3,600,Soybeans,
Cotton,37.29,68.48,37.23,Clay,11,1195,Ground Nuts,
Ground Nuts,27.28,49.29,53.75,Loamy,11.7,228,Oilseeds,
Maize,28.54,52.41,56.61,Sandy,4.5,2563,Pulses,
Cotton,34.31,59.99,45.08,Red,7.7,852,Ground Nuts,
Sugarcane,22.21,52.71,52.42,Clay,8.8,2790,Wheat,
Tobacco,32.06,70.94,66.54,Black,7.1,2149,Maize,
Sugarcane,39.45,61.53,28.76,Loamy,4.5,1172,Wheat,
Barley,28.44,52.58,36.69,Black,10.5,2990,Sugarcane,
Barley,24.39,61.39,39.84,Sandy,6.7,497,Sugarcane,
Wheat,27.7,55.99,39.51,Clay,4.3,2286,Soybeans,
Cotton,27.84,67.18,46.95,Black,5.1,1646,Ground Nuts,
Wheat,32.07,67.78,33.63,Clay,13.8,2828,Soybeans,
Sugarcane,31.04,52.32,62.57,Loamy,0.5,1892,Wheat,
Soybeans,24.82,49.2,36.28,Clay,7,2047,Cotton,
Ground Nuts,22.49,53.29,40.75,Loamy,2.9,2702,Oilseeds,
Ground Nuts,30.17,51.2,34.47,Black,10.6,2182,Oilseeds,
Sugarcane,29.86,52.39,28.29,Loamy,5.7,2668,Wheat,
Sugarcane,26.36,64.53,20,Black,8.5,2803,Wheat,
Pulses,29.94,57.63,50.05,Loamy,10.4,2089,Barley,
Tobacco,24.42,60.92,38.85,Sandy,11,814,Maize,
Ground Nuts,35.93,62.74,49.08,Sandy,5.3,1561,Oilseeds,
Cotton,28.33,55.61,32.04,Clay,12.4,2209,Ground Nuts,
Maize,32.95,64.98,33.74,Clay,12.5,478,Pulses,
Barley,25.86,69.87,40.56,Clay,3.5,1740,Sugarcane,
Pulses,32.74,52.59,32.29,Sandy,11,1731,Barley,
Ground Nuts,27.17,60.75,56.14,Red,2.3,2982,Oilseeds,
Soybeans,24.86,49.39,31.93,Red,12.1,2535,Cotton,
Barley,26.12,62.49,63.64,Sandy,1.7,2580,Sugarcane,
Cotton,29,56.76,20,Sandy,2,1895,Ground Nuts,
Millet,29.99,62.67,29.97,Sandy,10.5,1554,Tobacco,
Maize,26.67,56.31,37.51,Red,5.8,2605,Pulses,
Barley,33.3,67.48,42.24,Loamy,0.4,966,Sugarcane,
Soybeans,35.44,66.64,32.53,Sandy,12.1,2798,Cotton,
Pulses,35.11,62.94,34.46,Sandy,10.5,1299,Barley,
Soybeans,29.01,61.71,48.57,Sandy,4.8,2604,Cotton,
Maize,38.94,75.61,49.89,Clay,6.8,2495,Pulses,
Sugarcane,30.55,51.34,42.6,Black,8.8,2821,Wheat,
Barley,28.16,58.55,25.26,Clay,3.6,1234,Sugarcane,
Tobacco,40,64.09,46.49,Sandy,8.7,1208,Maize,
Ground Nuts,29.35,62.25,39.85,Loamy,6.7,1349,Oilseeds,
Ground Nuts,27.66,47.56,41.75,Black,0.6,2715,Oilseeds,
Wheat,35.72,68.72,25.91,Red,1.6,2431,Soybeans,
Wheat,28.79,48.06,37.93,Loamy,13.5,1863,Soybeans,
Sugarcane,34.17,58.77,44.38,Sandy,9.8,726,Wheat,
Ground Nuts,26.8,44.21,38.52,Sandy,6,310,Oilseeds,
Wheat,28.95,59.12,26.9,Black,13.9,938,Soybeans,
Wheat,32.83,68.78,37.84,Sandy,1.9,2746,Soybeans,
Cotton,25.25,45.43,65.6,Black,0.9,2751,Ground Nuts,
Tobacco,30.33,62.51,68.4,Sandy,7.5,2442,Maize,
Maize,32.02,63.85,28.71,Red,13,2620,Pulses,
Wheat,31.17,55.69,40.48,Loamy,7.7,737,Soybeans,
Maize,28.93,70.5,64.49,Black,9.2,1906,Pulses,
Cotton,30.87,63.26,31.49,Black,13.6,1151,Ground Nuts,
Soybeans,25.69,62.47,65.56,Black,13.5,1794,Cotton,
Wheat,28.09,62.05,41.9,Red,0.3,887,Soybeans,
Ground Nuts,32.56,65.99,36.24,Loamy,0.9,1240,Oilseeds,
Cotton,30.46,54.2,26.28,Black,8.7,2987,Ground Nuts,
Barley,29.94,55.21,52.74,Red,1.4,295,Sugarcane,
Soybeans,21.71,49.72,30.07,Black,1.4,1344,Cotton,
Tobacco,26.09,61.38,37.05,Black,5.4,2790,Maize,
Millet,31.74,68.91,47.96,Clay,2.6,1562,Tobacco,
Maize,38.84,61.78,60.96,Loamy,12,655,Pulses,
Cotton,30.25,53.77,39.07,Clay,0.9,1294,Ground Nuts,
Ground Nuts,32.22,67.1,64.91,Red,3.2,463,Oilseeds,
Pulses,26.13,55.16,61.36,Black,1.2,2841,Barley,
Wheat,37.33,62.07,24.59,Sandy,4.5,2084,Soybeans,
Cotton,31.94,43.31,56.99,Red,9.9,2719,Ground Nuts,
Pulses,28.23,54.78,46.69,Sandy,9.6,1806,Barley,
Pulses,30.54,45.68,27.66,Loamy,3.1,1831,Barley,
Soybeans,30.6,55.38,35.35,Loamy,9.3,2419,Cotton,
Maize,39.13,73.24,41.33,Loamy,0.3,1478,Pulses,
Wheat,25.75,61.91,33.57,Clay,1.9,2476,Soybeans,
Barley,29.99,60.85,46.92,Loamy,2.7,1699,Sugarcane,
Millet,40,68.84,70,Red,8.2,2487,Tobacco,
Pulses,28.77,51.58,35.29,Clay,9.1,2906,Barley,
Sugarcane,40,64.69,54.83,Loamy,4.2,1212,Wheat,
Tobacco,27.43,51.19,59.36,Sandy,11.6,1465,Maize,
Wheat,32.79,45.26,26.63,Loamy,6.2,2250,Soybeans,
Soybeans,31.04,71.72,53.87,Clay,3.3,2027,Cotton,
Maize,25.99,51.27,38.05,Loamy,2.3,425,Pulses,
Tobacco,38.25,61.62,25.91,Loamy,5.2,1539,Maize,
Tobacco,25.03,59.25,46.72,Red,1.6,2708,Maize,
Sugarcane,22.52,59.32,31.39,Black,7.1,2264,Wheat,
Maize,26.12,56.29,67,Loamy,5.1,2026,Pulses,
Pulses,26.09,50.71,44.3,Black,2,1251,Barley,
Soybeans,38.53,69.75,61.48,Clay,10.7,2946,Cotton,
Sugarcane,28.93,60.61,46.4,Sandy,10.5,917,Wheat,
Barley,29.51,57.86,47.6,Black,9,2412,Sugarcane,
Cotton,33.95,69.5,26.36,Red,2.3,303,Ground Nuts,
Sugarcane,30.99,47.42,57.98,Clay,0.8,1466,Wheat,
Maize,32.26,54.9,62.24,Sandy,2.3,361,Pulses,
Barley,31.83,67.7,37.31,Red,4.4,2355,Sugarcane,
Pulses,31.94,61.1,52.49,Loamy,1.2,662,Barley,
Sugarcane,26.53,58.97,45.49,Black,2.1,1808,Wheat,
Ground Nuts,28.16,49.51,36.1,Sandy,12,1986,Oilseeds,
Sugarcane,38.8,63.61,68.24,Black,12.8,2278,Wheat,
Cotton,21.85,44,49.66,Clay,4.8,1662,Ground Nuts,
Sugarcane,35,65.39,37.65,Loamy,3.7,2700,Wheat,
Pulses,31.91,54.59,63.99,Loamy,9.7,346,Barley,
Cotton,26.67,55.69,30.74,Loamy,9.1,1825,Ground Nuts,
Tobacco,26.68,54.5,38.68,Loamy,0.3,1290,Maize,
Ground Nuts,22.27,59.9,51.79,Clay,0.2,635,Oilseeds,
Cotton,37.63,71.29,50.14,Red,9.6,1666,Ground Nuts,
Wheat,33.13,70.61,42.85,Loamy,10.6,804,Soybeans,
Ground Nuts,28.6,56.17,57.59,Clay,9.3,434,Oilseeds,
Pulses,34.35,60.57,46.46,Sandy,10.5,839,Barley,
Pulses,23.82,53.92,33.92,Clay,12.7,2800,Barley,
Soybeans,24.68,43.45,57.28,Loamy,1.2,2576,Cotton,
Millet,33.69,71.85,50.83,Sandy,8.5,1813,Tobacco,
Millet,33.65,65.32,70,Clay,12.5,2360,Tobacco,
Ground Nuts,30.33,44.11,26.82,Black,3.7,1558,Oilseeds,
Wheat,29.74,63.49,44.31,Sandy,0.5,1550,Soybeans,
Pulses,26.3,54.13,34.21,Sandy,2.4,1005,Barley,
Sugarcane,24.96,44.47,66.11,Sandy,10.4,1692,Wheat,
Soybeans,33.57,60.78,51.96,Red,6.6,593,Cotton,
Tobacco,30.24,61.77,37.68,Loamy,4.7,2569,Maize,
Pulses,37.62,69.05,44.74,Red,10.5,2008,Barley,
Soybeans,25.79,60.67,43.34,Clay,7.2,1409,Cotton,
Millet,30.35,60.18,63.97,Sandy,9.4,1236,Tobacco,
Soybeans,31.38,51.49,61.27,Red,2,522,Cotton,
Sugarcane,29.28,71.07,35.67,Black,7.7,1430,Wheat,
Barley,31,57.54,48.96,Red,13.5,1533,Sugarcane,
Ground Nuts,33.3,68.18,47.51,Clay,11.2,2098,Oilseeds,
Barley,33.98,62.99,50.43,Sandy,6.3,1161,Sugarcane,
Millet,28.82,62.48,20,Black,11.3,1775,Tobacco,
Soybeans,29.99,66.83,47.07,Loamy,2.1,2199,Cotton,
Tobacco,34.18,67.07,58.67,Loamy,8,427,Maize,
Barley,40,67.75,56.43,Loamy,7.7,2073,Sugarcane,
Maize,32.67,56.77,40.22,Clay,13.5,2904,Pulses,
Cotton,22.13,50.96,59.06,Clay,6.4,2104,Ground Nuts,
Millet,24.84,53.53,34.79,Sandy,8.1,899,Tobacco,
Tobacco,30.24,58.88,49.24,Loamy,12.1,1547,Maize,
Wheat,25.81,58.56,40.21,Black,2.6,1638,Soybeans,
Soybeans,34.23,69.79,65.57,Clay,6.4,1148,Cotton,
Millet,28.67,57.67,21,Clay,0.3,1114,Tobacco,
Cotton,31.14,57.5,63.08,Loamy,7.5,502,Ground Nuts,
Wheat,33.11,67.57,32.21,Loamy,3.3,2794,Soybeans,
Pulses,31.43,63.1,43.59,Black,9.3,785,Barley,
Millet,29.73,59.06,69.92,Sandy,6.2,1361,Tobacco,
Ground Nuts,21.23,46.1,36.59,Black,8.1,2232,Oilseeds,
Millet,28.01,50.89,20,Loamy,10.5,1728,Tobacco,
Cotton,23.56,57.65,42.16,Red,4.5,1730,Ground Nuts,
Pulses,32.72,58.96,60.48,Black,11.6,2593,Barley,
Cotton,36.17,68.75,32.62,Black,5.7,2938,Ground Nuts,
Cotton,26.1,47.54,20.66,Loamy,3.8,2783,Ground Nuts,
Cotton,33.77,48.38,32.49,Loamy,5.6,1656,Ground Nuts,
Maize,25.64,55.98,37.32,Red,2,1188,Pulses,
Maize,21.73,48.03,43.37,Sandy,5.7,1046,Pulses,
Wheat,28.89,46.84,27.93,Loamy,3.9,2012,Soybeans,
Wheat,33.59,51.12,39.54,Black,6.2,1169,Soybeans,
Wheat,26.21,66.15,51,Red,9.1,2924,Soybeans,
Ground Nuts,26.38,63.29,52.18,Clay,2.7,561,Oilseeds,
Soybeans,25.54,62.93,36.09,Loamy,13.6,236,Cotton,
Pulses,27.38,60.32,50.76,Sandy,12.3,684,Barley,
Sugarcane,23.59,52.26,42.23,Sandy,2.8,2331,Wheat,
Maize,33.97,49.49,35.62,Clay,5.5,2753,Pulses,
Cotton,33.16,51.42,47.39,Loamy,7.2,1978,Ground Nuts,
Cotton,25.25,46.12,56.39,Black,0.4,216,Ground Nuts,
Ground Nuts,28.82,61.5,42.75,Clay,13.4,719,Oilseeds,
